Puzzle,Solution
001300002079000000020670903000967300750001049080503100040702530205806700107405060,861359472379124856524678913412967385753281649986543127648792531235816794197435268
604001035003450001521900000069807104250014007410090006000060010000039070070140503,694281735783456921521973648369827154258614397417395286835762419146539872972148563
420796050300280497879004612690005201538400009010369004983647025006150000100020346,421796853365281497879534612694875231538412769712369584983647125246153978157928346
005020040007090318106840070510000693300000700074230001050764189040001002081902030,835127946427695318196843275512478693368519724974236851253764189749381562681952437
790048060125976300040305720980657413007100856001000007006002135009701000010500000,793248561125976384648315729982657413437129856561834297876492135359781642214563978
290800300000000046786500200020000100100009482647000903875200004310645700009008000,294816375531927846786534219928453167153769482647182953875291634312645798469378521
180023000942500008060010092209840000608395040300067850806000027407002900001700004,185923476942576138763418592259841763678395241314267859896154327437682915521739684
908260351500094872002010409003000084154083007020000905760100040009006000001005090,948267351516394872372518469693752184154983627827641935765139248289476513431825796
950064037046081059001539080034106070865000020090028000500612000613470090000890005,958264137346781259721539486234156978865947321197328564589612743613475892472893615
790400801100780090000910402975821046000000785006504000207090034300200908009100627,793452861124786593658913472975821346412369785836574219287695134361247958549138627
600502000450093700030684090203800560001000002007025010005036400320750601976418053,619572348458193726732684195293841567541967832867325914185236479324759681976418253
032104070500300002000625000080061020007402608201780054640000030098003700723056001,832194576516378492479625183384561927957432618261789354645817239198243765723956841
480060001103008526065700080058200010004080300021679005006023907510946008009800000,482365791173498526965712483758234619694581372321679845846123957517946238239857164
030074096600398700008061340053007009400059070096002084000023600310040000862000437,135274896624398751978561342253487169481659273796132584549723618317846925862915437
001002003004000900296015048560008197009000054700950300400187600010500402900020005,871492563354876921296315748563248197189763254742951386425187639618539472937624815
003060005792051400006200009268719054030026978000000601050103090029004000800002003,483967215792351486516248739268719354135426978947835621654173892329584167871692543
049003825500709106361025007600590084800004309190370562008000691415986273970130450,749613825582749136361825947623591784857264319194378562238457691415986273976132458
026853700000000000053040096240076810319005460600134020064397180708502604002060079,926853741471629358853741296245976813319285467687134925564397182798512634132468579
468050702273140509009002463001860000090030001030000600980501200327600104016324908,468953712273146589159782463741869325695237841832415697984571236327698154516324978
591300200004062031000917508063005080100480003057000000000090610048270395000050870,591348267784562931236917548463725189129486753857139426375894612648271395912653874
309000050007003060081407200108900020700340910932068000004080090506704000003020607,329816754457293861681457239148975326765342918932168475274681593596734182813529647
406150083703200000508003200630700500157009024982500307049680702000900030071300009,426157983793268145518493276634712598157839624982546317349681752265974831871325469
243600950005201000706953802657009080804507029009030060501402700008016005092785004,243678951985241376716953842657129483834567129129834567561492738478316295392785614
001090000009080054080576900076925301130000007495700080608250070000000006943607020,751394268369182754284576913876925341132468597495731682618253479527849136943617825
030810070000067105710003084002085790807436000600792040160329000920571860573048910,235814679489267135716953284342185796897436521651792348168329457924571863573648912
100500007090830004800200100400010072000048351001302006204900715315007690000000023,143569287792831564856274139438615972629748351571392846264983715315427698987156423
072834069045020008000075020014080000867040003200300800523408000000003080486007310,172834569945126738638975421314789652867542193259361847523418976791653284486297315
907201000000000006010070250825019064749032800003508090302000501680300907500027638,957261483238495176416873259825719364749632815163548792372986541681354927594127638
008052070091040006705800400570083204600000017810764035156400320024030700387095641,468952173291347586735816492579183264643529817812764935156478329924631758387295641
037604250200300100009250008000700090902005031740130006090070604001060000526800903,837614259254398167619257348183726495962485731745139826398572614471963582526841973
006007208310082076700061430009018500105470060800203004000030680678095300000820750,596347218314582976782961435439618527125479863867253194251734689678195342943826751
760009001024810076001706902600905018005030607800060295200600700400357009530090800,768529431924813576351746982642975318195238647873461295219684753486357129537192864
210089357090002800004700912341506200509004001600800430070325060100007589065910020,216489357793152846854763912341576298589234671627891435978325164132647589465918723
580062041060901000009000600006107839720008010001000006000705000075406003648039150,587362941264971385319854672456127839723698514891543726932715468175486293648239157
140000270070054319500207048000068024080400107024730000007000802802003400491806000,146389275278654319539217648713568924685492137924731586367145892852973461491826753
380500091697010005005080700460200003073098140800743000140000907730904000950070030,384567291697412385215389764469251873573698142821743659146835927738924516952176438
090143802600590007480672593547261009368459721019837654906384215154706930030915006,795143862623598147481672593547261389368459721219837654976384215154726938832915476
040301000000427060270560048500094600904006852706005090001950780090013000325700906,649381275158427369273569148512894637934176852786235491461952783897613524325748916
000003648605700923003680015109408207000009050500070000807905000306804070250300189,721593648685741923943682715169458237472139856538276491817925364396814572254367189
007310902380050006025000031073009104140830007650701328034080600500207010716493285,467318952381952746925674831873529164142836597659741328234185679598267413716493285
108600003000080602060054819900045231050960000481700090000097065019000380605410900,128679453594183672367254819976845231253961748481732596842397165719526384635418927
370006905040300000906102004164059200800030047735248600520067010010003809083900752,371486925248395176956172384164759238892631547735248691529867413417523869683914752
709000040032640059080279106000320000290001308013000020076100200000804003500002091,769513842132648759485279136854326917297451368613987425376195284921864573548732691
000963000301520490060001325810290574096000130072004080930048060108659740647130058,254963817381527496769481325813296574496875132572314689935748261128659743647132958
763541289048009050009860070476003095530096002002150730005000400027005060080627510,763541289248379651159862374476283195531796842892154736615938427327415968984627513
600053904000600082098712305780304520109200706520176839000431258840000600000068007,612853974375649182498712365786394521139285746524176839967431258841527693253968417
407851030000470805001032640018723400670089020930604708349208000000300269720090384,467851932293476815851932647518723496674589123932614758349268571185347269726195384
802604050000001064004005003900107430508390601317046020400063708080000000000000506,892634157735821964164975283926187435548392671317546829459263718681759342273418596
100305098090000000080179602624000000800607420370040800068004930030008060005006204,142365798796482315583179642624853179851697423379241856268514937437928561915736284
500670084407000630068000701000000209050980460679042518105869047796400852003720096,532671984417298635968534721384156279251987463679342518125869347796413852843725196
000006900000020874528000360035081000000073185070064209002040008019008403700002006,147836952963125874528497361235981647496273185871564239352649718619758423784312596
300504026000070413000000907196402738045060090000081004080307049032008175400090380,379514826658279413214836957196452738845763291723981564581327649932648175467195382
020030108500970020800002003740605300005087602060410800004090560009800204150260000,427536198531978426896142753748625319915387642362419875284793561679851234153264987
009630080081000023200580074000103809000408002000200460050900030070804290802010046,749632185581749623236581974427163859965478312318295467154926738673854291892317546
005400890000037254410809030200370569501900000790000008020004900640790103050010000,375426891869137254412859637284371569531968742796542318123684975648795123957213486
540000637620780540937456210754030900310000050002040070295600183480190002170300095,548912637621783549937456218754831926319267854862549371295674183483195762176328495
136057000520030006008062930385020409070090002402685070954306000203578190000209603,136957248529834716748162935385721469671493582492685371954316827263578194817249653
276450190000678000800219007942007810507800409681090302000930700009700246028100003,276453198193678524854219637942367815537821469681594372465932781319785246728146953
390001487017304059864907000100805760008436001040710835406073098900648370700509040,395261487217384659864957213132895764578436921649712835426173598951648372783529146
030402080008060327906837041000000978004278000000093402375086000069724835002005700,731452689548169327926837541253641978694278153817593462375986214169724835482315796
042500706876200300301806049027048560009000400463057920090403605000009000730005100,942531786876294351351876249127948563589362417463157928298413675615729834734685192
093207000007940320820301000080504013302810900950700000060003590074600001230005476,493257168617948325825361749786594213342816957951732684168473592574629831239185476
720000480004030600356104070018470306640850120000619854065000700070900031183045960,721596483894237615356184279518472396649853127237619854965321748472968531183745962
340680205800005401020000836680510947493860152500024008901702003000358700738100020,349681275876235491125479836682513947493867152517924368951742683264358719738196524
005087000070340086048016275457128960900504728680030041700601002830470600500803407,165287394279345186348916275457128963913564728682739541794651832831472659526893417
478962000025400008690035700900504000004070509157389200800100075003040602049006083,478962351325417968691835724936524817284671539157389246862193475513748692749256183
900002050002905004075340200097063405050000126080000973500607390000400502320001007,934712658162985734875346219297163485453879126681254973548627391719438562326591847
021005030035106924060243000146000098070060540258001060580619372002504106613728450,421985637835176924967243815146357298379862541258491763584619372792534186613728459
060107004010480650204659300009008000830746020046900081158300079072090006693000140,365127894917483652284659317729518463831746925546932781158364279472891536693275148
300400192008205047720010058439006500000901006261000000007182960190053000680704205,356478192918265347724319658439826571875931426261547839547182963192653784683794215
170504069009000005546091300680070020930100640700209500000006004000700096408002750,173524869829637415546891372685473921932185647714269538297356184351748296468912753
006102487002080000700430000015000740897004002230750098060275830000009010028610570,356192487942587361781436925615928743897364152234751698169275834573849216428613579
080026005000000623020940170050092081708400002090000040075634200260080030903007806,387126495419875623526943178654792381738451962192368547875634219261589734943217856
079538200000920037002000008085340002003280540001057309000170820000802406008463700,179538264856924137342716958985341672763289541421657389694175823537892416218463795
201006500000500800087300960000603704020009000400102398005060239093270081002001005,231896547964527813587314962159683724328749156476152398715468239693275481842931675
450029030139480050802300009504008090008500047070614008705000200200860900000070080,457129836139486752862357419524738691618592347973614528785941263241863975396275184
000008601400706850050003040005020004146580000003004905061805492020900076097600010,739458621412796853658213749985327164146589237273164985361875492824931576597642318
170526093890000602200198050520001080000050007900800100000973208069080500380610079,174526893895734612236198754527341986618259347943867125451973268769482531382615479
000081003030054800804007615056100382180500700090870001315060000678915034009030106,567281493931654827824397615756149382183526749492873561315462978678915234249738156
704930008008607000039000400070000600400500032000023709800200300206308175013700204,764931528528647913139852467372489651491576832685123749857214396246398175913765284
570203001903004085041000300700000190000098000219007030054806070002970010090020053,576283941923714685841569327768352194435198762219647538154836279382975416697421853
600000701010079603273801000800750002007018000021040008180025300030004060400307200,694532781518479623273861954846753192957218436321946578189625347732194865465387219
580700940027091030010008706038200079269807005051936080895173200000504800342609107,583762941627491538914358726438215679269847315751936482895173264176524893342689157
503004008008900605000570041130700006020600003406103000950017062001025030000896504,513264978748931625269578341135782496827649153496153287954317862681425739372896514
070940320200675009050008406843152000062407081000809004090200000000080060305000140,678941325234675819159328476843152697962437581517869234496213758721584963385796142
100004875900071002800502049300100490570049218001020356045063081619007003703215064,132694875954871632867532149328156497576349218491728356245963781619487523783215964
140203000986005030070009005000000800069000143007306520000830700328017056791600382,145263978986175234273489615432591867569728143817346529654832791328917456791654382
800005002420103865035048970742800109390750000518490030007004000953010020004500710,871965342429173865635248971742836159396751284518492637187324596953617428264589713
100780005030049120009300478850000000306904802000063040900420050400000000620038094,142786935738549126569312478854271369376954812291863547983427651417695283625138794
500280006980053000023607008618075040407800060005064780351000604700000800809010075,574281936986453127123697458618975342497832561235164789351728694762549813849316275
807026035450008070306570000971005243503742601600913000008109067000084010109050080,817426935452398176396571824971865243583742691624913758248139567765284319139657482
800100507070906001231405896008040760704012008000700015507601000910800004603000000,896123547475986321231475896158349762764512938329768415547691283912837654683254179
250140000010920060930086001193058700672009835080002000347090080000034000009760450,256147398718923564934586271193658742672419835485372619347295186561834927829761453
006203578800000603200768004000000860628100047349076102960002085005607230000001090,196243578874915623253768914517324869628159347349876152961432785485697231732581496
060004108081200050702000069050020900246107085973680000027050000300740002000800090,569374128481269753732518469158423976246197385973685241827951634395746812614832597
050843002800001000000965783000008924040106530090204018024007090086000270570600300,957843162863721459412965783631578924248196537795234618124357896386419275579682341
700908000600530000900100080204300000070060503030700020095402008480090152302815079,751928346648537291923146785214359867879264513536781924195472638487693152362815479
021374800740180002000026070230000500058000024900540008400008013096030005300450080,621374859749185362583926471234817596158693724967542138475268913896731245312459687
051003027890251060002768000340009206000380579078506431703405002509602700060017050,651943827897251364432768195345179286126384579978526431783495612519632748264817953
800059070050234006064081235608500043070800001305060802790305428401006007032478600,823659174157234986964781235618592743279843561345167892796315428481926357532478619
002608000008900420004100009703010060600020500820004100010050908250481370480793201,932648715168975423574132689743519862691827534825364197317256948259481376486793251
268040701007001294901237068516003020002064000000002050020010385005329007603050902,268945731357681294941237568516873429892564173734192856429716385185329647673458912
023901006941005732685023010000200078290000001104008000007580600450006003800300000,723941586941865732685723914536219478298457361174638295317582649459176823862394157
008604079910287040007000010403860001201370000059142637700408100092756483004930062,328614579915287346647593218473865921261379854859142637736428195192756483584931762
805007620090803057604005180081406090547920000369700241403689070708514030950302814,835147629192863457674295183281436795547921368369758241413689572728514936956372814
408003002276014090590670001004790105160020800025108064389501247740209300052347000,418953672276814593593672481834796125167425839925138764389561247741289356652347918
230001980107680423869000710640302000070560200502147360710235040005804000083910500,234751986157689423869423715648392157371568294592147368716235849925874631483916572
602075309003020080940308072790861000028703006310000847061900750009157204000086901,682475319173629485945318672794861523528743196316592847261934758839157264457286931
001070040700400038003000067004037020908024070307080050009008200006213090100056083,861375942795462138243891567614537829958624371327189654539748216486213795172956483
080960720056402091972050060010006000500210306638745910093627050405830270020594000,184963725356472891972158463219386547547219386638745912893627154465831279721594638
083695020572104800960782500097401200254300980000928400009870000000240018000000794,483695127572134869961782543897451236254367981316928475149876352735249618628513794
080350972751200003032008510060904001194827005300000000209583000610470389000609207,486351972751296843932748516568934721194827635327165498279583164615472389843619257
078021963029500000136790045650139087397284500800070392085010624003942051241056730,578421963429563178136798245652139487397284516814675392985317624763942851241856739
478369102005781000630240008543096800020803006867004900010658070754902080006010005,478369152295781364631245798543196827129873546867524913312658479754932681986417235
600730800025481006701000000490057001260000000510364098100540000030029407050876020,649735812325481976781692534498257361263918745517364298172543689836129457954876123
078143000645970801910000240096000015500019060801405900784501000060830000059700184,278143596645972831913658247496287315527319468831465972784591623162834759359726184
070029341609000520301570968804760293130890005000000016267050184413200009080107030,578629341649318527321574968854761293136892475792435816267953184413286759985147632
009001070143907208760824093030000001097410300620008000804065009306000000000080040,289631574143957268765824193438576921597412386621398457814265739356749812972183645
000063470600040891004080003720614059415030000096270004940000000060000745807001000,589163472632547891174982563728614359415839627396275184943756218261398745857421936
100400320003500090049317685837601250950000740410705036090000400374060502628150900,165489327783526194249317685837641259956832741412795836591273468374968512628154973
042639005300071600069208403034000000001000347000500100403015869596080000010062030,142639785385471692769258413634127958251896347978543126423715869596384271817962534
300905074090008001608004050764000019030009087000100430247590068000780000016000005,321965874495378621678214953764853219132649587589127436247591368953786142816432795
000000000300750960000800541030070100070490385045103600103245790000960013029001050,452619837318754962697832541936578124271496385845123679163245798584967213729381456
610025430248001960030000200080604009001300652005010008056193004900060003170080596,619825437248731965537946281382654179491378652765219348856193724924567813173482596
800000600326070000041090038408960572060701940970000186000400300002030860504010020,859342617326178495741695238418963572265781943973254186687429351192537864534816729
000300000032900781000410029093800200850060000004179050970500402281700530345620900,719382645432956781568417329193845267857263194624179853976538412281794536345621978
400051000573062900000000507800009153130600804000003000926800430054090208000024609,498751362573462981612938547867249153139675824245183796926817435754396218381524679
000039208812006004409812750243050060100000000500328490706180000051794680084205100,675439218812576934439812756243951867198647325567328491726183549351794682984265173
001065079003000060629030800816047503930010007270000601108306050560491738307028000,481265379753189264629734815816947523935612487274853691148376952562491738397528146
240109380639400051851300290090003502308000400560940130410785903925630040083200010,247159386639428751851376294194863572378512469562947138416785923925631847783294615
109805020640109750285040691800000000756010004000200000090081000007306800300402019,179865423643129758285743691821634975756918234934257186492581367517396842368472519
025046000460037900037810042800100463006480520054703890541000270003624009692570000,125946738468237915937815642879152463316489527254763891541398276783624159692571384
000895100390410080160000950250980010410263895039050400902037041603109078071648239,724895163395416782168372954256984317417263895839751426982537641643129578571648239
674301059020079438039002100900200864216045000040967510465798301790104080183000007,674381259521679438839452176957213864216845793348967512465798321792134685183526947
470100000619800003302907816521793004806420001030610290247300560060009030003064007,478136952619852743352947816521793684896425371734618295247381569165279438983564127
080000051004089030020406900108002000007810523000070080703021845050008002812300600,986237451574189236321456978138592764697814523245673189763921845459768312812345697
587600090012049800004007210905400102100900070240370000821004006703208001059160708,587612493312549867694837215975486132138925674246371589821794356763258941459163728
010509002085070000032410008206037005891054060070000000360705421400021673027040050,614589732985372146732416598246137985891254367573968214368795421459821673127643859
985000000400008610000025049100300462096500000040010007028450000000690070619802534,985164723472938615361725849157389462296547381843216957728453196534691278619872534
040017008892603107001098300100009850358024060009180000910000030087500019030040000,543217698892653147761498325174369852358724961629185473916872534487536219235941786
600930000000005306200008491100003904803600700924087560407500030302890605000070208,641932857798415326235768491176253984853649712924187563487526139312894675569371248
200006700653709810098100036005008961076093000982401007000002579069080100427915680,214836795653729814798154236345278961176593428982461357831642579569387142427915683
305060071810407050200150840968510320000086500150000000690040030480305062030021408,345862971819437256276159843968514327723986514154273689692748135481395762537621498
080021734026479050400083200000147390090208017010390582030910048100734920500062003,985621734326479851471583269852147396693258417714396582237915648168734925549862173
500000201170000640900010008050070084040009072017348009826090010095100036431850920,584637291172985643963412758659271384348569172217348569826793415795124836431856927
008701950054692087700584360002007035503000006900000040400800619090000523620010408,268731954354692187719584362142967835573148296986253741437825619891476523625319478
400036080002000630007050902001400023804305069026089470060793200000508706098042351,419236587582971634637854912951467823874325169326189475165793248243518796798642351
090003074314080000700401039560708000009216350000050080007005641046070003951034700,698523174314987265725461839563748912489216357172359486237895641846172593951634728
940260380037001900650800001360020000175000203028013000200005037710086592090002000,941267385837451926652839471369524718175698243428713659286945137714386592593172864
240069010000050000697431852020100086500940007000006520300014065010093270050000001,245869713831257694697431852923175486568942137174386529382714965416593278759628341
210403709040006030007918000401830076003160890026097040300000900579040200084000050,218453769945276138637918425491832576753164892826597341362785914579641283184329657
765082090913004080840030150209000546084369200006405000000040009090051024001890765,765182493913574682842936157239718546584369271176425938658247319397651824421893765
293070540478590013100080029820703405704200001010050290082040076037005184641807902,293176548478592613165384729829713465754269831316458297582941376937625184641837952
001320050620000430008004062103090070780461293042080000030070000007240300000130040,471326958629857431358914762163592874785461293942783615834675129517249386296138547
060090504100065208070082690002057040500230080097806325080020900600009000003670002,268193574149765238375482691832957146516234789497816325784521963621349857953678412
008791205517423089920500741845267903090015007072004008780302150050000392231650804,468791235517423689923586741845267913396815427172934568789342156654178392231659874
593002000000308000000059007915730400360804901420915070206007810850200060709681004,593172648174368295682459137915736482367824951428915376246597813851243769739681524
050007309800050726000300041093015060206903400580206193000130675001004030005860200,154627389839451726762398541493715862216983457587246193948132675621574938375869214
537008000600709800040350006376100020008520300254603090000010000105070680460830700,537268941621749835849351276376194528918527364254683197783916452195472683462835719
000978200300050498200043715680300000003800600020007309100709056800005137700100040,514978263376251498298643715687394521953812674421567389142739856869425137735186942
900841300054602700008300906020068130639027008080900002040006090002730000190204567,976841325354692781218375946725468139639127458481953672847516293562739814193284567
247005096600200070080367524302050000470691832890732060506970280700086953018020007,247815396653249178189367524362458719475691832891732465536974281724186953918523647
683910507057800400104752036571028063860009000009071258906280045000305602305040709,683914527257863491194752836571428963862539174439671258916287345748395612325146789
500032810000087000870450902900245000050090473408100209000060328082010095000008004,549632817123987546876451932937245681251896473468173259714569328682314795395728164
800106300030008200001000084000307040010002809762804005000080713380901400176000908,854126397937458261621739584598317642413562879762894135249685713385971426176243958
400098000293005780081027000052060000070081090040732165820079016609050002734016000,467198523293645781581327649152964837376581294948732165825479316619853472734216958
000000040659084120000910000073620900800000356000835207260048000030090468904000500,718253649659784123342916875573621984821479356496835217265348791137592468984167532
108249035004380000329675410480900053006037000935008206073890540540760890892054307,168249735754381629329675418487926153216537984935418276673892541541763892892154367
126000735000100000700003104010730409943000672005906000302000001001800007007010246,126498735534167928789253164618732459943581672275946813392674581461825397857319246
060800090089001030130000700300680971900103604010490503573000462096040007041006859,762834195489751236135269748324685971957123684618497523573918462896542317241376859
249501087081903000650070000930400271105207900027010000014600032502030004300042015,249561387781923456653874129938456271165287943427319568814695732572138694396742815
003004650074000321205003748090831067800025903001060205350600072617300800000900006,183274659974586321265193748592831467846725913731469285359648172617352894428917536
805700409000690058409020760003080270600079003000102006570940630390200004000058910,865713429127694358439825761913486275682579143754132896578941632391267584246358917
763004020452390680890070054100930502584016790320740160005187236630429805218000400,763854921452391687891672354176938542584216793329745168945187236637429815218563479
094801730007450629500907408005000004140000200003105890020304061386000000001090300,694821735817453629532967418965238174148679253273145896729384561386512947451796382
502306490300847025000950836005630970001090042970000001400100003053270014120403700,582316497369847125714952836245631978631798542978524361497165283853279614126483759
405381002017500830802070001100000078780940000003000050071806009900027005528409000,495381762617592834832674591159263478786945123243718956371856249964127385528439617
406920380287030109319000600561089002023547816700612500090153470035704000074208900,456921387287436159319875624561389742923547816748612593692153478835794261174268935
978543612526071003000200009600019005190650204000000000357094000000000030004700090,978543612526971843431268759682419375193657284745382961357894126869125437214736598
360002507010090300020473169090000015000000400032008076945006021176200800283051004,369182547714695382528473169897364215651927438432518976945836721176249853283751694
000071980790385100150029637000930000079500804000807009060104050000700013017000400,432671985796385142158429637684932571379516824521847369263194758945768213817253496
960308520750000000803260700074100000020036000305482170519040260080000000000520008,961378524752914683843265791674159832128736459395482176519843267287691345436527918
503704920070000060000060800020098070608400003000623590001049030006001709009870104,563784921874912365912365847325198476698457213147623598781549632456231789239876154
024786000006502407708000009875960102003004005000107000000630950530070026080210730,924786513316592487758341269875963142193824675462157398247638951531479826689215734
000000080019000002025780341970358000180097003050006009340070005061005428000004600,437521986819463752625789341976358214184297563253146879348672195761935428592814637
920006400010980007007020009052170003100002705700453020070001800300069502509047306,925716438413985267867324159652178943134692785798453621276531894341869572589247316
618007200530624800049108650860005903924301000000890046090500000483700060000200090,618957234537624819249138657861475923924361785375892146192546378483719562756283491
000230600859001000362504800080020946000046000046180000608402105520600070000853402,417238659859761234362594817185327946273946581946185723638472195524619378791853462
000064528684205000000809000100500009842000050975300100090426815528000647406050932,739164528684275391251839476163547289842691753975382164397426815528913647416758932
001400928284100630953080407079004080028003104005700200800041752000862301302057806,761435928284179635953286417179624583628593174435718269896341752547862391312957846
008600401970204853000358709680500007005830642001070530000460270407120086062700900,538697421976214853124358769683542197795831642241976538819463275457129386362785914
300025801000037625000981340401500003060300084809274050007803060000750008000006739,374625891918437625256981347421568973765319284839274156147893562693752418582146739
659072183080001000301869704236140900970020541400090020003010695590006400160000002,659472183784531269321869754236145978978623541415798326843217695592386417167954832
090054037050000601103209580001002070000510000084070160715600009000301006320090418,698154237452837691173269584561482973937516842284973165715648329849321756326795418
768400300190032007250068009010600000940025180600901705021050070070103000009270000,768419352194532867253768419815647293947325186632981745321856974476193528589274631
169000000485697003327004000200580674748060050536042190012058036603070480874036521,169325847485697213327814965291583674748169352536742198912458736653271489874936521
020900003605000902000060504200010040004300010096470025907026401000093857000700096,728945163645831972319267584253619748874352619196478325987526431462193857531784296
100070983050006074302900000500637490040501302030004010790002845200489000480700000,164275983958316274372948651521637498847591362639824517793162845215489736486753129
900470836020080009008900000482000960070109208006200075051300090207000503600010782,915472836724683159368951427482735961573169248196248375851327694247896513639514782
253004009480060005960020348000392654032040000500001003100000900305017086076400012,253784169481963275967125348718392654632548791549671823124856937395217486876439512
206009800409680023000327064890406002600753490543200601004002085080005106010800239,236549817479681523158327964897416352621753498543298671964132785382975146715864239
000008529000452173253079640826014095740900060031205700060090002500801936080020410,417638529698452173253179648826714395745983261931265784164397852572841936389526417
203180047010600000040092000108050794000900008507840032650010803082003401071060529,263185947719634285845792316128356794436927158597841632654219873982573461371468529
087500426450026087000478300030760914504001030000234578248000009000602800010080000,387519426459326187126478395832765914574891632961234578248153769793642851615987243
804036751600200308000008060050729000003054000009300475912000000500090107307085924,824936751695217348731548269456729813173854692289361475912473586548692137367185924
790030006003006590504900713301002905050019304927540008010204030030890251000001809,792135486183476592564928713341682975658719324927543168819254637436897251275361849
506700492302094086419800075704000061603048050851600034008005709130469528045007013,586731492372594186419826375724953861693148257851672934268315749137469528945287613
700250000548900010026047000200600403380075020460012070870030594054000001030000267,793251648548963712126847935217698453389475126465312879872136594654729381931584267
060700543200100000008300610070030004030005967024800130000002471490610058517083296,169728543253164789748359612675931824831245967924876135386592471492617358517483296
570140900001056307000080405009405180010809000600000209060000801000698700084007690,573142968841956327296783415739425186412869573658371249967234851125698734384517692
010859600698230750035000028306002407071340260524010830840760000100905384059480100,712859643698234751435176928386592417971348265524617839843761592167925384259483176
061324005002009146040010700000100800020460591005080023074030069050040007000790400,761324985382579146549618732693152874827463591415987623174835269958246317236791458
907046010014930076000701904400160000000283100108090000360009407800370060041608359,937846512514932876286751934423165798679283145158497623362519487895374261741628359
080214060620000030900000812702000093853042600406070085000000300109500006560003108,385214967621789534974635812712856493853942671496371285248167359139528746567493128
006700028078203905295008706300040500000500103659030080000070002000050800004082057,136795428478263915295418736321846579847529163659137284583971642762354891914682357
640890003081750009072304005000170306000420100810000090069283000000017600100600980,645891723381752469972364815294178356536429178817536294769283541458917632123645987
790628304000730180000509070050080020017005000068972400089000000002000061135046000,791628354526734189843519672954381726217465938368972415689157243472893561135246897
200040697906512380000907250089050100064071039301690040437080002000006900698000000,215843697976512384843967251789354126564271839321698745437189562152436978698725413
080034095953070024062519078006120400314087000829060703200600530148302960035791840,781234695953876124462519378576123489314987256829465713297648531148352967635791842
002560018050900047070800020798100002020790000010080790987054260030009870061008009,342567918856921347179843625798136452624795183513482796987354261235619874461278539
010000270000016500500020080007250468865703002249061735403098000071035820058100394,316584279782916543594327681137259468865743912249861735423698157971435826658172394
000700395908520076050009028064270903085040000270800604710308209840000000500400831,621784395938521476457639128164275983385946712279813654716358249843192567592467831
501000030070000209000520160000357800087010540035842706010200380453681902892000605,521769438678134259349528167964357821287916543135842796716295384453681972892473615
305009000006053910891060000000082609429005003018094207053740860002000400080500300,345819726276453918891267534537182649429675183618394257953741862162938475784526391
500000010697030850480095300000700641710940000000002790905308104800400063000600080,523867419697134852481295376259783641718946235346512798965378124872451963134629587
540039002013780694700420000020070068600200300400050027301000009804000050000540831,546139782213785694798426513125374968687291345439658127351862479874913256962547831
312075004009382571080490063000800007108007406094126800273009648000068352856040719,312675984469382571587491263625834197138957426794126835273519648941768352856243719
549830671378410059216000348835679412162084095497251836754968123083020564621003087,549832671378416259216795348835679412162384795497251836754968123983127564621543987
