Puzzle,Solution
900002605760905003000000910050700200407000000093060080000608090046000800000103062,984312675761985423325476918658731249417829356293564187132658794546297831879143562
003000080000000032500000046802640500054092360006005000600230000000001698400706010,263914785148567932579328146812643579754892361936175824681239457327451698495786213
000290050010085090080000004000002410094600007000800060001000300003469000005100982,736294158412785693589316724368972415294651837157843269971528346823469571645137982
036000000004000208200605000490002530378010020000473800009006002600000750040090080,836924175954731268217685943491862537378519624562473891789356412623148759145297386
260104508500608070010000000003080006057030080180007000020800090001000050000590000,269174538534628179718359264943285716657431982182967345325816497891742653476593821
050080009601900020700002100000240703000030000000500962000004007000003054029070306,254381679631957428798462135165249783982736541347518962513624897876193254429875316
000000000004120500000800632801350200500010000020600051010006827080000060647030010,238965174764123589159847632871354296596712348423689751315496827982571463647238915
600090103500008400000200090000006005000000930020070608050302019098400000207059004,642795183519638427873241596384916275765824931921573648456382719198467352237159864
093050100400820069010070040230009500001005000000362071304090708000040000020008000,893654127475821369612973845237419586961785432548362971354296718186547293729138654
020005603703012800800040020080000010000100400010008005001039002000051030009064050,124985673753612849896347521487593216935126487612478395541839762268751934379264158
000030000060000021083200060000002000096000730000094150571029040600400000940050610,259136478764985321183247569315762984496518732827394156571629843638471295942853617
008030000000050000900700840007203010061087050094060000603000100705002389420000000,548936271172854693936721845857293416361487952294165738683579124715642389429318567
012000000090570600800290000007000500600000700103467209060900803001000060400020107,512346978394578612876291354287139546649852731153467289765914823921783465438625197
030005100005010836196000000008070060000500010009002053050280004080003020073940000,837625149425719836196438275548371962362594718719862453651287394984153627273946581
056980007400100503010000209571000008000800900000200104005000041027400600030006700,356982417492167583718354269571649328243871956689235174965723841127498635834516792
800050496500061000000700350000006040600500009005124600000802060009075000207030000,871253496534961782926748351718396245642587139395124678453812967169475823287639514
000003040900000000103045026070008500009070400050421097000130070000000059761059000,627913845945682713183745926274398561319576482856421397592134678438267159761859234
860005000000080300007341090001000000350809410002500080000002058070050041210000700,863295174194687325527341896981734562356829417742516983439172658678953241215468739
300100460068004093010000000050240000690080300204000006006000050005030748000002000,372198465568724193419365287753246819691587324284913576836471952125639748947852631
000240510008090002040700900500000740004060053607500100980070005703802000020900000,369248517178695432245731968512389746894167253637524189981476325753812694426953871
000150000900000500400690083020040809008010074004005000000079610009000030301068200,283157946967834521415692783126743859598216374734985162842379615679521438351468297
069708000000090000028301596007080020300004801800600000000900060600000072971060300,569728413134596287728341596457183629396274851812659734245937168683415972971862345
080200094400009000000608275050006001600800000920754080010000700000400150800170060,586217394472539816139648275758326941643891527921754683214965738367482159895173462
970500018000096500006801000001240705400900020007010000000000007000700209063009804,974532618812496573356871942631248795485967321297315486529684137148753269763129854
010003486000460200000000050438006709070200100020087500207900000009024300300600000,712593486593468217846712953438156729675249138921387564287935641169824375354671892
180030000930000008702096010007400009000000700860027105009680400000240050600053000,186534297934172568752896314217465839495318726863927145529681473378249651641753982
020360748900400000080000062500036200700004659014200070306000007050007000000080000,125369748967428531483571962598736214732814659614295873346952187859147326271683495
712040800000070600400003000000007500608205009050800067500000380200006070067008901,712649853835172694496583712124967538678235149953814267549721386281396475367458921
300400000910000007050070091046000800100000263008600000670098100000000030409032000,367419582912385647854276391746923815195847263238651479673598124521764938489132756
800004000207000000604500279000310900300900108079002000000600030050001600708000400,895724316237169854614583279582316947346957128179842563421698735953471682768235491
106350020800000301000700400700006200300080009000097536000060000084025900030804000,146359827875642391293718465759436218362581749418297536527963184684125973931874652
040009003030001006000037500096000300020000870071000042000080060008100405400920000,145869723732451986689237514896742351324615879571398642913584267268173495457926138
600050000500100300407000098100000900038000000006301007000004839000028010070906420,623859174589147362417263598142675983738492651956381247265714839394528716871936425
040006200030802970009040008600005840010968000800070006000010000750000603400007092,548796231136852974279341568627135849314968725895274316982613457751429683463587192
000010000000000510840000903907003104000040009453160070078000090006000205090600780,735916428629384517841275963967823154182547639453169872278451396316798245594632781
000782540078503019002100000805400007010300000704050000200000060001030970003000802,169782543478563219352194786835421697916378425724659138297845361581236974643917852
620000000009003000100680000507009300090000020010475000070024800045700090000098050,628957134759143682134682579587269341496831725312475968973524816845716293261398457
059012000000350020080090017004000208005680300000903000300000000508000740400005031,659712483741358926283496517934571268125684379876923154312847695568139742497265831
008000000600050170020006034201600000004027906050000000000705002865200090400900008,918374625643852179527196834291638547384527916756419283139785462865243791472961358
070090500000000000005000798000007029500620100003019675600008050854900010710005000,371894562968752431425361798146587329597623184283419675632148957854976213719235846
010300000000750040850160002000007520005001076406500901007200050000846030040900000,714329865269758143853164792138697524925481376476532981687213459591846237342975618
000002006007006150043000009005008010000000000000740605400001800020980507008054060,581492376297836154643517289975368412364125798812749635459671823126983547738254961
094200008100000236623000000200064090000083060000105080000000079905308000010079800,794236518158497236623851947281764395547983162369125784836512479975348621412679853
000530209385602000000040800039080000800257000000319086000000520078000601006000000,741538269385692174692741835139486752864257913257319486913864527578923641426175398
000509872008000140600410009904105000700000000000003060810040000079830025000950001,341569872598372146627418359964185237753624918182793564815246793479831625236957481
700900500300500210805000437010000790003287000000000600600100302000002000230050040,721943586346578219895621437412365798963287154587419623658194372174832965239756841
000246000000500000020091300000017005061900000070385109986000000010000640005100938,357246891194538276628791354839617425561924783472385169986473512213859647745162938
840690207000401000931020000700000401054309000003000006020006800010000500098700004,845693217672451389931827645769285431154369728283174956427516893316948572598732164
000400608000006005780009300060103020070908006300060700000890012900000000508000007,295431678143786295786529341869173524472958136351264789637895412924617853518342967
060000900070020000810090030000305081300000072007800000701008300026009708000760000,263481957479523816815697234692375481384916572157842693741258369526139748938764125
004090130000800456200000000003908000000460009800003000306700021700021500010650003,684597132971832456235146798563918247127465389849273615356784921798321564412659873
805320000000000007204608500009065300000240005000009000000970080980000030407003002,815327469693514827274698513129765348738241695546839271352976184981452736467183952
100400059040300001830010007060803705400002030000900000580030070000000210010007008,126478359947325681835619427261843795498752136753961842582136974679584213314297568
005100097809230500637000800000001000760024000090500040000900070003845900000700003,425186397819237564637459821542691738768324159391578642184963275273845916956712483
902000005010200000070980061263500000040000009508700000000830020009100803001405096,982617345614253978375984261263598417147362589598741632756839124429176853831425796
000400003310007806000065000501640000008000092203001045060509020400000300030200060,956418273314927856782365914591642738648753192273891645867539421425176389139284567
100060000008000730007508009000301024080094050000000090054106072010402003020007000,192763485548219736637548219965371824281694357473825691854136972719482563326957148
008032000100759060000000000000000340007064001040820090086300019000140007005006008,958632174124759863673481925869517342237964581541823796486375219392148657715296438
000050060027000009000089302300060080002930000046005901000090050098000000400502896,934251768827643519615789342359167284182934675746825931261398457598476123473512896
005703000000086950670000200084000000050029006020400001062004000501062804000100032,295743168413286957678591243984617325157329486326458791762834519531962874849175632
200400096800006002003005000920800001037900260100073900509030400040000020000000500,251487396874396152693125874925864731437951268186273945519632487748519623362748519
140003000000000384008460070700030006200690100000080903067049500030000409004350000,142873695675912384398465271759231846283694157416587923867149532531728469924356718
000050042000346090095000010019003000000482900000000007800000306657200109000801504,763159842128346795495728613219673458576482931384915267841597326657234189932861574
000090007008205001604000932000021093000004006700053008480009005100080000006140200,213496857978235641654718932845621793329874516761953428482369175197582364536147289
054068000800920050000450000005010900700300000480000006060002014008030007003107600,354768291876921453291453768635814972712396845489275136967582314148639527523147689
710600000000012090008007631000700204900103000604080000007091002500028900400500000,719634825356812497248957631183769254925143768674285319867391542531428976492576183
380605402000030650000001003940000000000048009070010000020079005000860390000400006,387695412219734658564281973946327581132548769875916234623179845451862397798453126
007000900000090000190530874000001037009000010000408050901607080360029000400380090,527814963834796521196532874285961437749253618613478259951647382368129745472385196
002003089051080004084070002670501490200000060003060008020006000800000000040308005,762413589351289674984675312678521493295834167413967258529746831837152946146398725
900100000000300000080070596619000480048009067070000050000020030260940001000860004,926158743457396218183472596619537482548219367372684159894721635265943871731865924
009100004240030000317000680026000000973080400504000310001000069000760103000009002,869157234245836971317924685126473598973581426584692317731245869492768153658319742
008060079604100002000009000000400350010002000340800700701005003932008605450000800,528364179694187532173259486269471358817532964345896721781645293932718645456923817
080300005302060000000000300070019000008070403000053000530046908720030601046097000,987324165312965784465781329273419856158672493694853217531246978729538641846197532
050000009001060004040000360000004800000100045007520001500700006204036000076050410,653482179921367584748915362195674823862193745437528691589741236214836957376259418
860000005020095000003020004798546000600013070300009000000001540100302700500000001,867134295421695387953728614798546132645213978312879456276981543184352769539467821
004800072087130000030000000000901800300006045060054000002000003076090051103002480,514869372287135694639247518745921836321786945968354127492518763876493251153672489
005000010030000007471020000102563700900400300300091402010005004200319008000000000,825734916639158247471926835142563789986472351357891462713285694264319578598647123
001030080080900052000286000050100000000040020002065170530000006000398700048601200,921534687684917352375286491857123964163749528492865173539472816216398745748651239
830004025409100800000000100006200004008700002200050071004007019000002030327960000,831674925479125863562398147796213584158746392243859671684537219915482736327961458
840070002005200004100050000000600790009007250003928400000500300038012000050490007,846379512395261874127854936281645793469137258573928461714586329938712645652493187
000230000004000280027080000231007005740052001600300020000970000100040002500620409,856234917314795286927186543231467895749852361685319724462973158193548672578621439
000907562000340980000000003020000800730109200005070000906800714800010050004000008,143987562567342981289651473621534897738169245495278136956823714872416359314795628
007009003000000890009260010470020000063504001001030060000000005084796100000000046,817459623625173894349268517478621359963584271251937468196342785584796132732815946
090000180200401000005209007000020803700130000020700050008000230340806010109040008,496573182237481695815269347951624873784135926623798451568917234342856719179342568
000006000370000980200703405004000750723005004000408000090000508500802000130007020,845926317376154982219783465684239751723615894951478236492361578567892143138547629
000801200800000419100020060508300000070000520200000073020085007001000004760900080,697841235852763419134529768518372946376498521249156873423685197981237654765914382
010570003980300740000000150001040000207000008056280010009000020030901400062000301,614579283985312746723864159891643572247195638356287914179436825538921467462758391
063000802009070003001300590002000070000207000800000001504702130030900006007103040,763594812259871463481326597912658374345217689876439251594762138138945726627183945
140000605000050020260901870400308500601005000800700910084003000000600302006000009,148237695739856421265941873492318567671495238853762914984123756517689342326574189
000000507521004000390108600000070001810092000000001060009010826280000005030086400,648329517521764398397158642963475281814692753752831964479513826286947135135286479
000010003431607809900002000607000040320009080010700000003076000009030160086000307,562918473431657829978342615697183542324569781815724936153876294749235168286491357
040010985000700000003600020408030200000000007035260409070025340001006098054000000,647312985592784163183659724418937256269541837735268419976825341321476598854193672
003040005490800010080700034306009070070000000859610000030000050507900800002060300,763241985495836712281795634326459178174382596859617423638174259547923861912568347
200301700084500000000900020050090000308005004960043572040018009509000060000200007,295381746684572913137964825452796381378125694961843572743618259529437168816259437
050008000069070010000009400003005290000100836000360050900230000005001040700000021,452618973869473512137529468613845297574192836298367154941236785325781649786954321
450900200000040970071000000003700005040018300890035640700300000000162000000007086,458976213632541978971823564163794825245618397897235641716389452584162739329457186
840136002903000000020097005008000050004300009500908300009405080000000060150000047,845136792973524618621897435398672154264351879517948326739465281482719563156283947
027000614000700390300240000009050108263010050000000000000100000672003081150800200,827539614415786392396241875749352168263918457581674923938125746672493581154867239
045060070903007680070200004004000029000000700587300000050041090009002000002690000,845963172923417685671258934134576829296184753587329461358741296469832517712695348
200050001530000900040000253000102830380000109000060500700000000104028305003400072,298354761531276984647981253475192836386547129912863547729635418164728395853419672
090048006070590000001000407007000064010804200405010003700060000002000009340002050,293748516674591328581326497837259164916834275425617983759163842162485739348972651
000075890000140003500009102203001760000000009910006405009000047020400000450013000,361275894792148653584369172243591768675824319918736425139682547826457931457913286
020050010000000208040300050108460700000703600074285001090040063005006000000007100,923658417567194238841372956138469725259713684674285391792841563415936872386527149
039000710000000000800007240010000509607510080000083620000091000106420800205000000,439862715572134968861957243318246579627519384954783621783691452196425837245378196
000120000020076850000090017300900400790040060000013700050760020870000045000005670,547128936129376854638594217362957481791842563485613792954761328876239145213485679
060401000000008600004005007021090080070000000005004000230009108048102090906503400,769421835152738649384965217621397584473856921895214763237649158548172396916583472
005040070003009065710006000050020600000417000030608020500030040080065310000004008,965341872843279165712586934457923681628417593139658427591832746284765319376194258
004290600000060000560040800872003000640009010300070008006752000030080005000036120,784295631129368574563147892872513946645829713391674258416752389237981465958436127
760000028050002040003400000900640030506010870008075200001006000000000003680920051,764591328159832647823467519972648135536219874418375296341756982295184763687923451
068019000000273106100580002900600005007000394500000760000090000000300001310802009,268419537459273186173586942984637215627158394531924768842791653796345821315862479
000007080071000500890000706503700000008320460600805070005600047902000600000900300,356297184271468539894153726523746891718329465649815273185632947932574618467981352
000091005092084600810050034000000400901000000356408792109000500600900000005000080,463791825592384617817652934278539461941267358356418792129873546684925173735146289
461095070509004006783010000100800095000000407098000600076050000000001068800000020,461395872529784316783612954147863295635129487298547631376258149952431768814976523
900000000100400900700926000380100400002000870590807621200600700000000050070095004,958371246126458937743926518387162495612549873594837621235614789469783152871295364
720908000000300781000005090000100970400090010009800460570001000692004100001060008,726918354954326781183475296865143972437692815219857463578231649692584137341769528
003007002007040001400026750008004007000009210700080000000002030006975800040600009,583197642627543981491826753918254367354769218762381495879412536136975824245638179
500602043004000006706840050000070008901000500600405000005010000400700000003564987,518692743234157896796843251352971468941386572687425319875219634469738125123564987
004001000080300004050800300005000030870130900030000020093000042020050700000692183,364971258789325614251846379415269837872134965936587421693718542128453796547692183
058000603060009027070200040004008036020016004096030000040002008002680050100005000,258147693463859127971263845514728936327916584896534271645392718732681459189475362
987040000010063000530900000765084000800500730293000005000400860000009350050000200,987145623412763598536928147765384912841592736293671485329457861678219354154836279
080400300020600080006013002800360900005000000460902108200100060001089000507000800,189427356324695781756813492872361945915748623463952178238174569641589237597236814
010700098900001004000983200520400801000268000080000400000300000040002607001050000,216745398938621754457983216529437861174268539683519472892376145345192687761854923
030450700002003040409000000000700100060000000000068030315002009087905004090006080,836459712172683945459127863528734196763291458941568237315842679687915324294376581
080000000700020430000946000001002008003400010850317200000000040037000890140700003,984173526716825439325946187461592378273468915859317264598631742637254891142789653
100000000009002060006839150050400081040090000070008004008700096067010800090000705,185674239739152468426839157653427981842591673971368524218745396567913842394286715
021400000004050007605000340000000409042800005150040080537900014400030000000610050,921473568384156927675298341863521479742869135159347286537982614416735892298614753
690040000007005290002000007205800100900100600000006839086050000120708950300000010,693247581847615293512389467265893174938174625471526839786951342124738956359462718
002009070090500803070000250000050098005010740027000000080401006001060087006080901,652839174194572863378146259413257698965318742827694315789421536231965487546783921
093100000070005104100008300040001200000703008080090001006017982004000017000020003,493172856678935124152648379749861235261753498385294761536417982924386517817529643
080010000010853690900020000360000080000508060100306900000400032040007010020081706,684719253217853694935624178369172485472598361158346927791465832846237519523981746
020000003700086054050700006060940502089300400014800900070035008005010040008000000,826594173793186254451723896367941582289357461514862937972435618635218749148679325
000001600020005030903000500800500000034000000760423190400017020050000000170902060,547231689621895437983764512819576243234189756765423198496317825352648971178952364
600700008007980160300060079008030600090047000002008043000000026005800001806000035,649721358527983164381564279458239617193647582762158943974315826235876491816492735
100000237690203500300000406001056002000842005000010000000030709760400000503000080,185964237694273518372581496841356972937842165256719843418635729769428351523197684
000800653650904010703006000400000271800500006000710040500270400200000000060300700,941827653652934817783156924495683271817542396326719548538271469279468135164395782
000040001020607300000012976060000007800030020700580010070400100581000060000000038,637849251129657384458312976365291847814736529792584613273468195581973462946125738
630004200020631700500000900070050312001040600000020004000000000140270000700000096,637594281829631745514782963478956312251843679963127854395468127146279538782315496
100900000050103700098540002041800000600000000800301000010070540500609017079005080,163927458452183796798546132941862375635794821827351964316278549584639217279415683
200008403043200000980000100007009006601800000000051000002043809090000250000790000,215968473743215698986374125827439516651827934439651782172543869394186257568792341
000000000000734095004000020609023000000800000208591403120000080000070500005080106,967258314812734695534916728659423871341867259278591463123645987486179532795382146
006000030501074060000200090002050807000030006004608005028500400010780650000940002,246895731591374268837261594362159847185437926974628315628513479419782653753946182
006004801100700290040000306000000900900051680783000005301900700060000000070020010,596234871138765294247189356615872943924351687783496125351948762862517439479623518
490060300800500400201000605730409008950000000040700050020630007000075006000902004,495267381863591472271348695732459168958126743146783259529634817314875926687912534
800000000010089000035700001020038006160040005003206000002100030690003070080005190,847351269216489753935762841729538416168947325453216987572194638691823574384675192
020016000000500900043800620080140090092000350006030700004000000009754062050090003,925416837768523914143879625387145296492687351516932748274361589839754162651298473
617000095000506007200070631080001000003005000002000073009000004050908000004052710,617423895938516247245879631486731952173295468592684173329167584751948326864352719
070000006304002000620700809000978620209000007030200001040005002003009570000060090,178593246394682715625741839451978623289316457736254981947835162863129574512467398
200000790030609005400028000040900670090400800087000001003090204000036080000700509,265143798138679425479528316542981673391467852687352941713895264954236187826714539
001205000092173050400000700600900000003050001050020800010300008040009007078000306,761245983892173654435896712684931275923758461157624839219367548346589127578412396
000040009001729005090005046200053001140007003070000600007000920058000100000198000,735846219461729385892315746286953471149267853573481692617534928958672134324198567
200107058000080490501000700005000246020040000008000000000603009300890010602401030,249167358736285491581934762975318246123746985468529173814673529357892614692451837
501007006002060000600000000009400010000009030080050094100805060000302081030001279,591287346372964158648513927759438612416729835283156794127895463964372581835641279
100005402700046000063090000050420000096701000000009075904007053002503010000004020,189375462725846139463192587357428691296751348841639275914267853672583914538914726
725010806600800502080600007006080003800006200004027000002000100010009400560000300,725914836649873512183652947256481793871396254934527681492735168318269475567148329
632000050005001200000300006020050690008003002400070000000034905060007081904006007,632749158745681239819325746327158694198463572456972813271834965563297481984516327
006802943000090600042060507003201090820500006000630000001020300078340000000005000,716852943385497621942163587653281794824579136197634852461928375578346219239715468
306100400000240000002060500000600000500070010039802007700900250610400000020507100,376185429851249376492763581247691835568374912139852647783916254615428793924537168
000000460607240150580619000000500000705060000200701006000092007010000090070405600,321857469697243158584619732168524973735968214249731586856192347412376895973485621
040005106705801034000900000476000800000000702000107000800520001017090045000003600,948375126725861934631942587476259813193486752582137469869524371317698245254713698
068001003000000062500006004007002050046598027350000000820100040010000000605047800,268451973491873562573926184987362451146598327352714698829135746714689235635247819
600720000000000900004301502300004750050600004000900003800500431403100800009430070,691725348235846917784391562368214759957683124142957683826579431473162895519438276
050009064000020570000045103000070406703608000000500700070000300095000601100003020,857139264431826579926745183589372416743618952612594738278461395395287641164953827
000206500100800060069000030800320000000000010700140800502700680607000005014000307,348276591175893264269451738891325476453687912726149853532714689687932145914568327
000400806040000070061700340600000580090120000004560000200800003000005700008904200,723491856945683172861752349612349587597128634384567921259876413436215798178934265
000561400670938050030000000000410302012000940000200000340000060109050734006300000,298561473674938251531742896965417382712683945483295617347129568129856734856374129
945060000000000005076058001700185020000203600850090700507900006610530080000000000,945361872138729465276458391763185924491273658852694713587942136614537289329816547
060705080000000004813460000608000000342080001700930000000003009005690000100000648,964725183527318964813469257698172435342586791751934826276843519485691372139257648
200001039350000000090060020000000050000040800130092040012006397900704080005020001,286471539351289674794365128647138952529647813138592746412856397963714285875923461
090020000000906000580000000653200900801060000729080003400738091900004027070000080,397825146214976835586413279653247918841369752729581463462738591938154627175692384
020857300500000040900000258051039060003008000000105000310000000040003985700500032,124857396538296741967341258251439867473628519896175423315982674642713985789564132
400180300300050098700003050600000000000310000000708210204001900000230105170000620,495187362316452798782963451641529837827316549539748216254671983968234175173895624
030100050009500100100092400400000930002400080000810200520030006304000702678200000,237184659849576123165392478486725931912463587753819264521937846394658712678241395
000000080090000003034020000085040000640003005007050648400109030800000510023084060,261395487798461253534728196985647321642813975317952648456179832879236514123584769
008540010001000048500108320806029000000054060009000800000001003030006290090430001,928543716361972548547168329876329154213854967459617832685291473134786295792435681
009007004048613000005480760000704005050000100870000432500800000100900000000000501,639527814748613259215489763321764985954238176876195432593841627167952348482376591
003004000200300900006900003070100009000000506068070010004002108900051020000406035,193624857245387961786915243572163489319248576468579312654732198937851624821496735
010000005003600092004000310000009008030800000090700050800040600047005901061902500,612493875583671492974258316426519738735824169198736254859147623247365981361982547
207080000001620900060005200300170000010590320074030000040358600000000000006207083,237981546451623978869745231325176894618594327974832165742358619183469752596217483
800400300124000090300002004690000051001600800000008406900704000076050000003000742,859416327124573698367982514698347251741625839235198476982734165476251983513869742
001046000000900000030170906704509100006000503200060090047802000002014050000600240,971246385625983417438175926784539162196428573253761894547892631862314759319657248
700040200000005080090002630006004010040250300800300904063000000080106740009400005,738649251612735489594812637326974518941258376857361924463587192285196743179423865
483000020000003600006000093000000007078005001201070000030200400120004508805090732,483967125592813674716542893964381257378625941251479386637258419129734568845196732
050700000306000020000860400000050807090000000400076102709002601000615009001390080,854721963316549728972863415623154897197238546485976132739482651248615379561397284
800000093096000108100000000460000001000002080907130206010956802000710630070000004,825671493796543128143289765462897351531462987987135246314956872258714639679328514
009000406250004100004300500010007603340800200900230050097000001400600085000900040,739158426258764139164329578812547693345896217976231854597482361421673985683915742
000005073100970002075200004209604000030010200708002000540000300000306007020000009,962485173184973652375261984259634718436718295718592436547829361891346527623157849
004276090000003500023000701150000403000804900000090016708500002030020800000008079,514276398976183524823459761159762483362814957487395216798541632631927845245638179
420000090000805000070200460008000000706500004900064807200056003500080021081032000,425673198169845372873291465348917256716528934952364817294156783537489621681732549
005000060000080002003700000006048051800150270000300400002605700300070619067000305,145923867679584132283761594736248951894156273521397486912635748358472619467819325
020007009901400020008000540003290801010078900009000260000000000540080300080306007,425867139961435728738921546653294871214678953879513264397142685546789312182356497
200050001009000205030009000540360000010040500000000603960800000001030064004005078,286453791479186235135279486542367819613948527798521643967814352851732964324695178
000000769010700000500000002000800901120050034980004000000200000700690400462007105,834512769216739548579468312645823971127956834983174256391245687758691423462387195
000460000020008500469000030000000009035040000804100050000609070000234690008005002,587463921123978564469521837216357489935842716874196253342689175751234698698715342
004000000690000100032071804205000040360090000000032050073005002050006930920000470,714289563698453127532671894285167349367594281149832756873945612451726938926318475
753100000609400200800000000000005102562000007070600809006001900080040305000300000,753182694619457283824963571498735162562819437371624859236571948987246315145398726
010970260900003000000010308020000004340000009080006710001400900030000081094781020,413978265968253147275614398127895634346127859589346712851432976732569481694781523
007080006090200003000670020100008470789006100054703608465000000002000000003402000,527381946691254783348679521136928475789546132254713698465837219872195364913462857
003000000000809500000306407091708004040090873000000005000910006002003700004070120,853147692467829531129356487591738264246591873378264915785912346612483759934675128
020004000009260705080753901000900030000600500056002000000040207200501060007020190,725194386319268745684753921478915632932687514156432879861349257293571468547826193
050000000600020401402076050890003002004007080000008900010002000207430006900000208,158394627679825431432176859891543762324967185765218943516782394287439516943651278
000001080701840005430900007360000912200000000000300040070030869040109000050080070,695721384721843695438965127367458912214697538589312746172534869846179253953286471
007900100000800070060740800000607082000452000000000009150083060093000250780000001,847936125319825674265741893431697582978452316526318749154283967693174258782569431
500608004601000000092050103050080000200000798007000300030800006000003200024105800,573618924641329587892457163359781642216534798487296351935872416168943275724165839
010409020605020000029500060400200600080000040002030700004001800500300409097000030,813469527645127398729583164471298653386715942952634781234951876568372419197846235
004200050006950800000000009102409000000506030950000000000100387089705000470020090,794283156216957843538641729162439578847516932953872461625194387389765214471328695
050000070000000506030007001095002067010005043086001020009050002170020000500300094,651283479728149536934567281495832167217695843386471925849756312173924658562318794
080201043900600000300450000002000430060900200000820001200700000708090005610080792,586271943924638517371459826852167439167943258439825671295716384748392165613584792
500030000970605300060800070000000000816004009030900416090100005120079640000006008,581437962972615384463892571249361857816754239735928416694183725128579643357246198
700920510280500090100067004038040000002080050670000000000002060300000000409150830,764928513283514796195367284538641972942783651671295348857432169316879425429156837
008305006000000058009001400401008765090000840030704090007020004603100020900000000,218345976374296158569871432421938765796512843835764291157629384643187529982453617
005007364180000050000500108620054087800970003070001000900000700002010006003000001,295187364187436259436529178621354987854972613379861425918645732542713896763298541
600020701200049000005007000500410820004573900006000005400230000308050200002608000,643825791271349658985167342597416823824573916136982475469231587318754269752698134
000145090701020060900000302807506000000410030500000006600200403000039150000850600,362145798781923564945768312837596241296417835514382976659271483428639157173854629
600320010400760030001804650742000300500046000190000402900000840800100070005000000,678325914459761238231894657742918365583246791196573482917652843824139576365487129
835401020900530010700090005020005760004000030000003190006000000000172000010059000,835461927942537816761298345329815764174926538658743192596384271483172659217659483
370058090004203100089004065508407000000030000000500000006005900807000006000710008,371658492654293187289174365598427613162839754743561829426385971817942536935716248
000107080000500100700004090080703960000001005914020300800910050000400820095308000,659137482428569137731284596582743961367891245914625378846912753173456829295378614
006300781050860300000000006007003590890570000002609000000208009080014000300006007,426395781951867342738142956167423598893571264542689173675238419289714635314956827
006009100890000036020000080060700050102000090500090002785106200010920005000500010,356879124897214536421653987963782451172465893548391762785136249614928375239547618
000070800907406350060093002200000493000000100753040006070010600300900000000200008,432571869987426351165893742216785493894632175753149286579318624328964517641257938
250800000003710000016054700600140000000000200304297006130000945000900670700000001,257869413493712568816354729625143897971586234384297156132678945548931672769425381
004001702700002800600479053000000000001030080052000000007208691100000428000600007,594381762713562849628479153836125974471936285952847316347258691165793428289614537
